Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
70,"O Krystalakos, C Nalmpantis, D Vrakas","Sliding window approach for online energy disaggregation using artificial neural networks",2018,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3200947.3201011","https://scholar.google.com/scholar?cites=16822399518377041217&as_sdt=2005&sciodt=2007&hl=en",175,"2022-05-04 15:31:42","","10.1145/3200947.3201011","","",,,,,70,17.50,23,3,4,"… NILMTK [16] was used for the data loading and preprocessing. We found that the Adam … NILMTK. Proceedings of the 5th international conference on Future energy systems - e-…","https://www.researchgate.net/profile/Dimitris-Vrakas/publication/326238920_Sliding_Window_Approach_for_Online_Energy_Disaggregation_Using_Artificial_Neural_Networks/links/5e61f7814585151635520de4/Sliding-Window-Approach-for-Online-Energy-Disaggregation-Using-Artificial-Neural-Networks.pdf","https://scholar.google.com/scholar?q=related:Qd2QqjsrdekJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"AA Butt, N Javaid, A Rehman, ...","Efficient Utilization of Energy using Fog and Cloud based Integrated Environment in Smart Grid",2019,"… Conference on Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8716465/","https://scholar.google.com/scholar?cites=4158622076383534839&as_sdt=2005&sciodt=2007&hl=en",176,"2022-05-04 15:31:42","","","","",,,,,2,0.67,1,4,3,"… To measure the performance of their scheme and check the privacy level of their implemented model, they used NILMTK tool on the basis of REDD data set. Subsequent to this, their …","https://www.researchgate.net/profile/Nadeem-Javaid/publication/332240699_Efficient_Utilization_of_Energy_using_Fog_and_Cloud_based_Integrated_Environment_in_Smart_Grid/links/5d2c0c0aa6fdcc2462e0e3b6/Efficient-Utilization-of-Energy-using-Fog-and-Cloud-based-Integrated-Environment-in-Smart-Grid.pdf","https://scholar.google.com/scholar?q=related:9x7wwb5ktjkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
1,"KS Choi, BW Yang","ZigBee-based real-time energy disaggregation system using factorial hidden Markov model",2016,"Proceedings of International Conference …","scholar.archive.org","https://scholar.archive.org/work/fr2bd4curfatfbwxzdgtgixtqm/access/wayback/http://dpi-proceedings.com/index.php/dteees/article/download/5856/5471","https://scholar.google.com/scholar?cites=17765478414760340542&as_sdt=2005&sciodt=2007&hl=en",177,"2022-05-04 15:31:42","PDF","","","",,,,,1,0.17,1,2,6,"… In this stage, an open source program named NILMTK [11] was utilized for the FHMM module. Also, a live monitoring system was implemented in Windows to show the total load and …","https://scholar.archive.org/work/fr2bd4curfatfbwxzdgtgixtqm/access/wayback/http://dpi-proceedings.com/index.php/dteees/article/download/5856/5471","https://scholar.google.com/scholar?q=related:PuyoIH6oi_YJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
1,"W Yang, C Pang, J Huang, ...","Sequence-to-Point Learning Based on Temporal Convolutional Networks for Nonintrusive Load Monitoring",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9520412/","https://scholar.google.com/scholar?cites=3699352940643570789&as_sdt=2005&sciodt=2007&hl=en",178,"2022-05-04 15:31:42","","","","",,,,,1,1.00,0,4,1,"… Finally, we extract the load data activation of the target appliances with the help of the load decomposition tool NILMTK and get the power threshold of each target appliance. …","","https://scholar.google.com/scholar?q=related:ZVTbRea9VjMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A Majumdar","Trainingless Energy Disaggregation Without Plug-Level Sensing",2022,"IEEE Transactions on Instrumentation and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9715097/","",179,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,1,"The majority of studies in non-intrusive load monitoring (NILM) are intrusive and supervised in nature since they require appliance-wise energy consumption data for training. A “true” …","",""
9,"N Batra, R Baijal, A Singh, K Whitehouse","How good is good enough? re-evaluating the bar for energy disaggregation",2015,"arXiv preprint arXiv:1510.08713","arxiv.org","https://arxiv.org/abs/1510.08713","https://scholar.google.com/scholar?cites=4778576210682948806&as_sdt=2005&sciodt=2007&hl=en",180,"2022-05-04 15:31:42","","","","",,,,,9,1.29,2,4,7,"Since the early 1980s, the research community has developed ever more sophisticated algorithms for the problem of energy disaggregation, but despite decades of research, there is …","https://arxiv.org/pdf/1510.08713","https://scholar.google.com/scholar?q=related:xqzj4b7pUEIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
4,"A Majumdar, M Gupta","Recurrent transform learning",2019,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608019301911","https://scholar.google.com/scholar?cites=9283672888278627658&as_sdt=2005&sciodt=2007&hl=en",181,"2022-05-04 15:31:42","","","","",,,,,4,1.33,2,2,3,"… The Pecan Street dataset is obtained via the NILMTK. It contains 1 … 3 years of data, but makes use of the subset provided by NILMTK. … This dataset is available via the NILMTK as well. …","","https://scholar.google.com/scholar?q=related:SrXFDE471oAJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
129,"W Kong, ZY Dong, J Ma, DJ Hill, ...","An extensible approach for non-intrusive load disaggregation with smart meter data",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7750555/","https://scholar.google.com/scholar?cites=11178058180174381970&as_sdt=2005&sciodt=2007&hl=en",182,"2022-05-04 15:31:42","","","","",,,,,129,21.50,26,5,6,"… We use NILMTK, the open sourced non-intrusive load monitoring toolkit [29], to clean up the null readings and down-sampled the REDD data to 1 minute intervals by using a median …","https://oneway3124.github.io/papers/10%202018%20TSG%20an%20extensible%20approach%20for%20NILM%20with%20smart%20meter%20data.pdf","https://scholar.google.com/scholar?q=related:koPx47BwIJsJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
32,"N Buescher, S Boukoros, S Bauregger, ...","Two Is Not Enough: Privacy Assessment of Aggregation Schemes in Smart Metering.",2017,"Proc. Priv. Enhancing …","sciendo.com","https://sciendo.com/abstract/journals/popets/2017/4/article-p198.xml","https://scholar.google.com/scholar?cites=15337843324462359904&as_sdt=2005&sciodt=2007&hl=en",183,"2022-05-04 15:31:42","PDF","","","",,,,,32,6.40,8,4,5,"… To handle most of the datasets, we rely on the NILMTK framework [39], which has been developed to study energy disaggregation algorithms (NALM). NILMTK provides converters for …","https://sciendo.com/abstract/journals/popets/2017/4/article-p198.xml","https://scholar.google.com/scholar?q=related:YOUsfz332tQJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
4,"M Mobasher-Kashani, J Li, S Luo","Light-Weight Recurrent Deep Learning Algorithm for Non-Intrusive Load Monitoring",2019,"2019 IEEE 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8846263/","https://scholar.google.com/scholar?cites=4504771022247236023&as_sdt=2005&sciodt=2007&hl=en",184,"2022-05-04 15:31:42","","","","",,,,,4,1.33,1,3,3,"… NILMTK toolkit is used for data preparation and evaluation. In this study we attempted to provide equal situation in order to have fair comparison between algorithms, hence, all …","","https://scholar.google.com/scholar?q=related:txGFn2AphD4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
26,"M Gaur, S Makonin, IV Bajić, A Majumdar","Performance evaluation of techniques for identifying abnormal energy consumption in buildings",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8709671/","https://scholar.google.com/scholar?cites=17123835631181915046&as_sdt=2005&sciodt=2007&hl=en",185,"2022-05-04 15:31:42","","","","",,,,,26,8.67,7,4,3,"… Dataport Dataset: The first dataset used is the publicly available Dataport (Pecan Street) dataset with NILMTK [47]. For our work, we are using the NILMTK format data which consists of …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08709671.pdf","https://scholar.google.com/scholar?q=related:pmPG1McVpO0J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"C Liu, Z Jiang, A Akintayo, GP Henze, ...","Building energy disaggregation using spatiotemporal pattern network",2018,"2018 Annual American …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8431732/","https://scholar.google.com/scholar?cites=167787912718743870&as_sdt=2005&sciodt=2007&hl=en",186,"2022-05-04 15:31:42","","","","",,,,,2,0.50,0,5,4,"… It should be noted that, as NILMTK only applies three states for most of the test cases here, the actual disaggregation results don’t reflect the true values of the end-uses well. However, …","http://web.me.iastate.edu/soumiks/pdf/Conference/2018ACC_0527_FI.pdf","https://scholar.google.com/scholar?q=related:Pnk0tzcaVAIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
1,"C Chen, P Gao, J Jiang, H Wang, P Li, S Wan","A deep learning based non-intrusive household load identification for smart grid in China",2021,"Computer Communications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0140366421002474","https://scholar.google.com/scholar?cites=8037742795276565551&as_sdt=2005&sciodt=2007&hl=en",187,"2022-05-04 15:31:42","","","","",,,,,1,1.00,0,6,1,"Load identification have shown significant performance gains in Chinese smart grids. Most existing load identification algorithms are based on electrical characteristics of a steady or …","","https://scholar.google.com/scholar?q=related:LzxqjHzMi28J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"Y Zhang, G Tang, Q Huang, Y Wang, H Xu","More Behind Your Electricity Bill: a Dual-DNN Approach to Non-Intrusive Load Monitoring",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.00297","",188,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,5,1,"… We implement the above benchmarks with NILMTK [17], an open toolkit for analysis on non-intrusive load monitoring. As the most relevant work to ours, SGNN is also implemented …","https://arxiv.org/pdf/2106.00297","https://scholar.google.com/scholar?q=related:fHlGFSwgSCsJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
285,"S Makonin, F Popowich, IV Bajić, B Gill, ...","Exploiting HMM sparsity to perform online real-time nonintrusive load monitoring",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7317784/","https://scholar.google.com/scholar?cites=7989840704103177799&as_sdt=2005&sciodt=2007&hl=en",189,"2022-05-04 15:31:42","","","","",,,,,285,40.71,57,5,7,"Understanding how appliances in a house consume power is important when making intelligent and informed decisions about conserving energy. Appliances can turn ON and OFF …","","https://scholar.google.com/scholar?q=related:R94G1Mmd4W4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
15,"C Nalmpantis, D Vrakas","Signal2vec: Time series embedding representation",2019,"… on engineering applications of neural networks","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20257-6_7","https://scholar.google.com/scholar?cites=12760300513483782101&as_sdt=2005&sciodt=2007&hl=en",190,"2022-05-04 15:31:42","","10.1007/978-3-030-20257-6_7","","",,,,,15,5.00,8,2,3,"… The tool named NILMTK [3] is used for accessing the database and preprocessing the energy data. In order to distribute computation to many CPU cores and a GPU, the skip-gram …","https://www.researchgate.net/profile/Dimitris-Vrakas/publication/333086784_Signal2Vec_Time_Series_Embedding_Representation/links/5e61f7d2299bf182deed7a0e/Signal2Vec-Time-Series-Embedding-Representation.pdf","https://scholar.google.com/scholar?q=related:1XdvxbWxFbEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"A Pasquet","NILM Algorithms General Comparison and Test of Adaptability",2020,"","upcommons.upc.edu","https://upcommons.upc.edu/handle/2117/333705","",191,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,2,"… In this thesis, using the NILMTK, it is impossible to cover each type of standardization, then the NILMTK standardization were designed to be algorithm dependent. Then it is write inside …","https://upcommons.upc.edu/bitstream/handle/2117/333705/nilm-thesis-pasquet-arthur-final.pdf?sequence=1","https://scholar.google.com/scholar?q=related:3L36AwOjHDEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
6,"P Klein","Non-intrusive information sources for activity analysis in ambient assisted living scenarios",2015,"","theses.fr","https://www.theses.fr/2015MULH8932","https://scholar.google.com/scholar?cites=2293705192830835852&as_sdt=2005&sciodt=2007&hl=en",192,"2022-05-04 15:31:42","","","","",,,,,6,0.86,6,1,7,"… An important feature is the Python script which is an introduction to a standardized data format, NILMTK-DF. Other features are functions for analysis and preprocessing of the data, …","https://www.theses.fr/2015MULH8932.pdf","https://scholar.google.com/scholar?q=related:jJwmZrjg1B8J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
16,"S Verma, S Singh, A Majumdar","Multi label restricted boltzmann machine for non-intrusive load monitoring",2019,"ICASSP 2019-2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8682860/","https://scholar.google.com/scholar?cites=16570154567550756025&as_sdt=2005&sciodt=2007&hl=en",193,"2022-05-04 15:31:42","","","","",,,,,16,5.33,5,3,3,"Increasing population indicates that energy demands need to be managed in the residential sector. Prior studies have reflected that the customers tend to reduce a significant amount of …","https://arxiv.org/pdf/1910.08149","https://scholar.google.com/scholar?q=related:ueQtaMkD9eUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"A Alsalemi, Y Himeur, F Bensaali, A Amira","An innovative edge-based Internet of Energy solution for promoting energy saving in buildings",2022,"Sustainable Cities and Society","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210670721008362","https://scholar.google.com/scholar?cites=16251881759621145988&as_sdt=2005&sciodt=2007&hl=en",194,"2022-05-04 15:31:42","","","","",,,,,3,3.00,1,4,1,"… A demonstration of reproducible state-of-the-art energy disaggregation using NILMTK. In Proceedings of the 6th ACM international conference on systems for energy-efficient buildings, …","","https://scholar.google.com/scholar?q=related:hGXerVpIiuEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"AL de Sousa Pereira","Hardware and Software Platforms to Deploy and Evaluate Non-Intrusive Load Monitoring Systems",2016,"","search.proquest.com","https://search.proquest.com/openview/bc9beb1fa2c0669e8126d4f959cac433/1?pq-origsite=gscholar&cbl=2026366&diss=y","",195,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,1,6,"The work in this PhD thesis addresses the practical implications of deploying and testing Non-Intrusive Load Monitoring (NILM) and eco-feedback solutions in real-world scenarios. The …","https://core.ac.uk/download/pdf/80519386.pdf","https://scholar.google.com/scholar?q=related:t2RZHFhzVkcJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
3,"H Fan, T Zhang, H Yu, G Geng","Identifying ZIP coefficients of aggregated residential load model using AMI data",2019,"2019 IEEE 3rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9077263/","https://scholar.google.com/scholar?cites=13603988194731571647&as_sdt=2005&sciodt=2007&hl=en",196,"2022-05-04 15:31:42","","","","",,,,,3,1.00,1,4,3,"Aggregated load modeling is an important daily practice in utility companies, but existing statistics- or measurement-based methods suffer from various limitations. This work proposes …","","https://scholar.google.com/scholar?q=related:vzmVoy8Ty7wJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
16,"H Rashid, V Stankovic, L Stankovic, ...","Evaluation of non-intrusive load monitoring algorithms for appliance-level anomaly detection",2019,"ICASSP 2019-2019 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8683792/","https://scholar.google.com/scholar?cites=9079796908975578040&as_sdt=2005&sciodt=2007&hl=en",197,"2022-05-04 15:31:42","","","","",,,,,16,5.33,4,4,3,"… Publicly available implementations of CO and FHMM from NILMTK toolkit [24], LBM [25], SSHMM [26], and GSP [27] were used … [24] “NILM toolkit,” https://github.com/nilmtk/ nilmtk, 2018. …","https://strathprints.strath.ac.uk/66988/1/Rashid_etal_IEEE_ICASSP_2019_Evaluation_of_non_intrusive_load_monitoring_algorithms_for_appliance.pdf","https://scholar.google.com/scholar?q=related:uNstkC7rAX4J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
14,"HA Cao, TK Wijaya, K Aberer, ...","A collaborative framework for annotating energy datasets",2015,"2015 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7364072/","https://scholar.google.com/scholar?cites=11642024772798950610&as_sdt=2005&sciodt=2007&hl=en",198,"2022-05-04 15:31:42","","","","",,,,,14,2.00,4,4,7,"… We follow in the footsteps of initiatives such as WikiEnergy or NILMTK. We do not exclude a merging of all tools under the same platform to regroup the efforts to provide access to data …","http://www.vs.inf.ethz.ch/publ/papers/caoh_bigdata15_CAFED.pdf","https://scholar.google.com/scholar?q=related:0qz6SNnHkKEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
22,"J Holweger, M Dorokhova, L Bloch, C Ballif, ...","Unsupervised algorithm for disaggregating low-sampling-rate electricity consumption of households",2019,"… Energy, Grids and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352467719300748","https://scholar.google.com/scholar?cites=12185965589879387013&as_sdt=2005&sciodt=2007&hl=en",199,"2022-05-04 15:31:42","","","","",,,,,22,7.33,4,5,3,"Non-intrusive load monitoring (NILM) has been extensively researched over the last decade. The objective of NILM is to identify the power consumption of individual appliances and to …","https://arxiv.org/pdf/1908.10713","https://scholar.google.com/scholar?q=related:hfPk1SM_HakJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
78,"P Barbosa, A Brito, H Almeida","A technique to provide differential privacy for appliance usage in smart metering",2016,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025516305862","https://scholar.google.com/scholar?cites=16920208187184318056&as_sdt=2005&sciodt=2007&hl=en",200,"2022-05-04 15:31:42","","","","",,,,,78,13.00,26,3,6,"Smart meters read electric usage and enable power providers to collect detailed consumption data from consumers. Based on this data, power providers can perform and improve many …","https://www.researchgate.net/profile/Pedro-Barbosa-17/publication/306418380_A_Technique_to_provide_differential_privacy_for_appliance_usage_in_smart_metering/links/5a9d494d45851586a2aec61d/A-Technique-to-provide-differential-privacy-for-appliance-usage-in-smart-metering.pdf","https://scholar.google.com/scholar?q=related:aAbH-rKn0OoJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
14,"HK Iqbal, FH Malik, A Muhammad, MA Qureshi, ...","A critical review of state-of-the-art non-intrusive load monitoring datasets",2021,"Electric Power Systems …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378779620307197","https://scholar.google.com/scholar?cites=10120012324250893559&as_sdt=2005&sciodt=2007&hl=en",201,"2022-05-04 15:31:42","","","","",,,,,14,14.00,3,5,1,"… The dataset is also compatible with a non-intrusive load monitoring tool kit (NILMTK) and the … The dataset is compatible with both CSV and HDF5 format and also supports NILMTK toolkit…","","https://scholar.google.com/scholar?q=related:97yMPZeBcYwJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"R Bonfigli, S Squartini","Non-intrusive Load Monitoring",2020,"Machine Learning Approaches to Non-Intrusive …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-30782-0_2","",202,"2022-05-04 15:31:42","","10.1007/978-3-030-30782-0_2","","",,,,,0,0.00,0,2,2,"… In [56] an open source toolkit is presented, called NILMTK, useful to evaluate NILM algorithms in a simple way over different datasets. The toolkit contains a data importer for each …","","https://scholar.google.com/scholar?q=related:b5IM3T6qwBMJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"C Gogos, G Georgiou","in Residences",2019,"Computational Intelligence and …","books.google.com","https://books.google.com/books?hl=en&lr=&id=n-OwDwAAQBAJ&oi=fnd&pg=PA227&dq=nilmtk&ots=6Tf-b6e7mQ&sig=uiOFn8ZZrP9Z3zXsx-meP39liC4","",203,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,2,3,"… Collected data were transformed to HDF5, which is the data format used by NILMTK. HDF5 embeds the data model metadata and supports effective storing and analyzing of data. …","","https://scholar.google.com/scholar?q=related:9uBtxSlRz1gJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"RK Gupta, P Saleh, KS Srivathshan","The Smart Meter",2020,"Probyto AI Journal","","","",204,"2022-05-04 15:31:42","CITATION","","","",,,,,0,0.00,0,3,2,"","","https://scholar.google.com/scholar?q=related:GwpQzaVqHdkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
32,"T Sirojan, BT Phung, ...","Deep neural network based energy disaggregation",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499441/","https://scholar.google.com/scholar?cites=6572109543433200341&as_sdt=2005&sciodt=2007&hl=en",205,"2022-05-04 15:31:42","","","","",,,,,32,8.00,11,3,4,"In smart electricity grids, energy disaggregation significantly contributes to better demand side management, load forecasting and energy savings via estimating appliance level energy …","https://www.researchgate.net/profile/Tharmakulasingam-Sirojan/publication/328458078_Deep_Neural_Network_Based_Energy_Disaggregation/links/5bfe231f92851c78dfafbd61/Deep-Neural-Network-Based-Energy-Disaggregation.pdf","https://scholar.google.com/scholar?q=related:1WJKKc_SNFsJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"J Feng, K Li, H Zhang, X Zhang, ...","Multi-Channel Spatio-Temporal Feature Fusion Method for NILM",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9705091/","",206,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,5,1,"… NILMTK [44] is used for the data loading and preprocessing. 1) REFIT: The REFIT data set includes measurement data from 20 households in the UK, including the aggregate power …","",""
103,"R Bonfigli, A Felicetti, E Principi, M Fagiani, ...","Denoising autoencoders for non-intrusive load monitoring: improvements and comparative evaluation",2018,"Energy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778817314457","https://scholar.google.com/scholar?cites=2019160747611752137&as_sdt=2005&sciodt=2007&hl=en",207,"2022-05-04 15:31:42","","","","",,,,,103,25.75,21,5,4,"Non-Intrusive Load Monitoring (NILM) is the task of determining the appliances individual contributions to the aggregate power consumption by using a set of electrical parameters …","https://www.academia.edu/download/55719018/1-s2.0-S0378778817314457-main.pdf","https://scholar.google.com/scholar?q=related:yYbPgQCABRwJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
5,"A Delfosse, G Hebrail, A Zerroug","Deep learning applied to NILM: is data augmentation worth for energy disaggregation?",2020,"ECAI 2020","ebooks.iospress.nl","https://ebooks.iospress.nl/volumearticle/55266","https://scholar.google.com/scholar?cites=5322648606924155461&as_sdt=2005&sciodt=2007&hl=en",208,"2022-05-04 15:31:42","","10.3233/FAIA200471","","",,,,,5,2.50,2,3,2,"… An adaptation of the get activation() function created by Kelly that is available in the NILMTK [12] was used to extract individual appliance signatures from the real dataset. We adapted …","https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200471","https://scholar.google.com/scholar?q=related:RSrxF7XY3UkJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
16,"MB Kjærgaard, O Ardakanian, S Carlucci, B Dong, ...","Current practices and infrastructure for open data based research on occupant-centric design and operation of buildings",2020,"Building and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360132320302079","https://scholar.google.com/scholar?cites=16289710092171640249&as_sdt=2005&sciodt=2007&hl=en",209,"2022-05-04 15:31:42","","","","",,,,,16,8.00,3,5,2,"… For example, NILMTK [35] is a toolkit designed for evaluating and benchmarking energy disaggregation algorithms. It imports and transforms open datasets suitable for energy …","https://www.sciencedirect.com/science/article/am/pii/S0360132320302079","https://scholar.google.com/scholar?q=related:uX38sQWtEOIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
8,"E Ebeid, R Heick, RH Jacobsen","Deducing energy consumer behavior from smart meter data",2017,"Future Internet","mdpi.com","https://www.mdpi.com/207766","https://scholar.google.com/scholar?cites=16539821763831454187&as_sdt=2005&sciodt=2007&hl=en",210,"2022-05-04 15:31:42","","","","",,,,,8,1.60,3,3,5,"… The NILMTK will help researchers to easily share and compare algorithms [11]. Another … The NILM-eval and the NILMTK are created to solve the same problem and compatible with …","https://www.mdpi.com/1999-5903/9/3/29/pdf","https://scholar.google.com/scholar?q=related:69lyMUNAieUJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"P Laviron, X Dai, B Huquet, T Palpanas","Electricity Demand Activation Extraction: From Known to Unknown Signatures, Using Similarity Search",2021,"Proceedings of the Twelfth …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3447555.3464865","https://scholar.google.com/scholar?cites=17270221470121366377&as_sdt=2005&sciodt=2007&hl=en",211,"2022-05-04 15:31:42","","10.1145/3447555.3464865","","",,,,,2,2.00,1,4,1,"… Threshold method (get_activations from the NILMTK [2]) meets the needs of most scenarios, but the Figure 3 reports some critical cases such as incomplete signatures, double …","https://helios2.mi.parisdescartes.fr/~themisp/publications/eenergy21.pdf","https://scholar.google.com/scholar?q=related:aZPo7uwmrO8J:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
13,"T Kriechbaumer, D Jorde, HA Jacobsen","Waveform signal entropy and compression study of whole-building energy datasets",2019,"Proceedings of the Tenth ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3307772.3328285","https://scholar.google.com/scholar?cites=5951950136897398193&as_sdt=2005&sciodt=2007&hl=en",212,"2022-05-04 15:31:42","","10.1145/3307772.3328285","","",,,,,13,4.33,4,3,3,"… Most available public datasets require a specialized converter to import them into a NILMTK-usable file format. While the documentation states that a zlib data compression is applied, …","https://arxiv.org/pdf/1810.10887","https://scholar.google.com/scholar?q=related:sWWbXh2TmVIJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
2,"A Gómez, P Massaferro, C Mariño, ...","Household appliances identification: An integrative workshop for the electrical engineering degree",2020,"2020 XIV …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9163720/","https://scholar.google.com/scholar?cites=16895804695081215748&as_sdt=2005&sciodt=2007&hl=en",213,"2022-05-04 15:31:42","","","","",,,,,2,1.00,1,4,2,"… was used to compare this work with the algorithms included in the NILMTK toolkit [16]. … Srivastava, “NILMTK: an open source toolkit for non-intrusive load monitoring,” in Proceedings of …","https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/24935/1/GMMICF20.pdf","https://scholar.google.com/scholar?q=related:BGexNNr0eeoJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
0,"L Sekanina, G Fey, J Raik, S Aunet, ...","Foreword to the 16th IEEE DDECS Symposium",2013,"2013 IEEE 16th …","computer.org","https://www.computer.org/csdl/proceedings-article/ddecs/2013/06549772/12OmNzFdt2H","",214,"2022-05-04 15:31:42","","","","",,,,,0,0.00,0,5,9,"… toolkit NILMTK [… NILMTK already implements a simple schema for the,import and export of appliance models, we plan to implement,our proposed ‘appliance models’ schema in NILMTK.,…","","https://scholar.google.com/scholar?q=related:9ZUjSUtnXlEJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
19,"R Machlev, D Tolkachov, Y Levron, Y Beck","Dimension reduction for NILM classification based on principle component analysis",2020,"Electric Power Systems …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378779620302637","https://scholar.google.com/scholar?cites=579357571665743911&as_sdt=2005&sciodt=2007&hl=en",215,"2022-05-04 15:31:42","","","","",,,,,19,9.50,5,4,2,"Non-intrusive load monitoring (NILM) techniques estimate the consumption of individual appliances in a household or facility, based on readings of a centralized meter. Usually, NILM …","","https://scholar.google.com/scholar?q=related:J9ARUaRKCggJ:scholar.google.com/&scioq=nilmtk&hl=en&as_sdt=2007"
